"parm_id";"industry";"cartel";"detected";"nTc";"rep_off";"start";"end";"duration";"lduration";"n_firms";"sigma_start";"in_cartel";"nfirms2";"nfirms3";"sigma2";"sigma3";"nfirms_sigma"
1;1;1;1;1;0;1;397;397;5.98645200528444;2;0.1;1;4;8;0.01;0.001;0.2
1;1;2;0;1;0;399;1000;602;6.40191719672719;2;0.1;1;4;8;0.01;0.001;0.2
2;1;1;1;1;0;1;476;476;6.16751649088834;2;0.15;1;4;8;0.0225;0.003375;0.3
2;1;2;0;1;0;478;1000;523;6.26149168432104;2;0.15;1;4;8;0.0225;0.003375;0.3
3;1;1;1;1;0;1;972;972;6.880384082186;2;0.2;1;4;8;0.04;0.008;0.4
3;1;2;0;1;0;974;1000;27;3.3322045101752;2;0.2;1;4;8;0.04;0.008;0.4
4;1;1;1;1;0;1;99;99;4.60517018598809;2;0.25;1;4;8;0.0625;0.015625;0.5
4;1;2;1;2;1;101;194;94;4.55387689160054;2;0.25;1;4;8;0.0625;0.015625;0.5
4;1;3;1;3;1;196;294;99;4.60517018598809;2;0.25;1;4;8;0.0625;0.015625;0.5
4;1;4;1;4;1;296;522;227;5.42934562895444;2;0.25;1;4;8;0.0625;0.015625;0.5
4;1;5;1;5;1;524;746;223;5.41164605185504;2;0.25;1;4;8;0.0625;0.015625;0.5
4;1;6;0;5;1;748;1000;253;5.53733426701854;2;0.25;1;4;8;0.0625;0.015625;0.5
5;1;1;1;1;0;1;108;108;4.69134788222914;2;0.3;1;4;8;0.09;0.027;0.6
5;1;2;1;2;1;110;155;46;3.85014760171006;2;0.3;1;4;8;0.09;0.027;0.6
5;1;3;1;3;1;157;372;216;5.37989735354046;2;0.3;1;4;8;0.09;0.027;0.6
5;1;4;1;4;1;374;716;343;5.8406416573734;2;0.3;1;4;8;0.09;0.027;0.6
5;1;5;1;5;1;718;723;6;1.94591014905531;2;0.3;1;4;8;0.09;0.027;0.6
5;1;6;0;5;1;725;1000;276;5.62401750618734;2;0.3;1;4;8;0.09;0.027;0.6
6;1;1;1;1;0;1;246;246;5.50938833662798;2;0.35;1;4;8;0.1225;0.042875;0.7
6;1;2;0;1;0;248;1000;753;6.62539236800796;2;0.35;1;4;8;0.1225;0.042875;0.7
7;1;1;0;0;0;1;1000;1000;6.90875477931522;3;0.1;1;9;27;0.01;0.001;0.3
8;1;1;1;1;0;1;404;404;6.00388706710654;3;0.15;1;9;27;0.0225;0.003375;0.45
8;1;2;1;2;1;406;456;51;3.95124371858143;3;0.15;1;9;27;0.0225;0.003375;0.45
8;1;3;1;3;1;458;523;66;4.20469261939097;3;0.15;1;9;27;0.0225;0.003375;0.45
8;1;4;1;4;1;525;578;54;4.00733318523247;3;0.15;1;9;27;0.0225;0.003375;0.45
8;1;5;0;4;1;580;1000;421;6.04500531403601;3;0.15;1;9;27;0.0225;0.003375;0.45
9;1;1;1;1;0;1;290;290;5.67332326717149;3;0.2;1;9;27;0.04;0.008;0.6
9;1;2;1;2;1;292;890;599;6.39692965521615;3;0.2;1;9;27;0.04;0.008;0.6
9;1;3;0;2;1;892;1000;109;4.70048036579242;3;0.2;1;9;27;0.04;0.008;0.6
10;1;1;1;1;0;1;103;103;4.64439089914137;3;0.25;1;9;27;0.0625;0.015625;0.75
10;1;2;1;2;1;105;362;258;5.55682806169954;3;0.25;1;9;27;0.0625;0.015625;0.75
10;1;3;1;3;1;364;423;60;4.11087386417331;3;0.25;1;9;27;0.0625;0.015625;0.75
10;1;4;1;4;1;425;610;186;5.23110861685459;3;0.25;1;9;27;0.0625;0.015625;0.75
10;1;5;0;4;1;612;1000;389;5.96614673912369;3;0.25;1;9;27;0.0625;0.015625;0.75
11;1;1;1;1;0;1;196;196;5.28320372873799;3;0.3;1;9;27;0.09;0.027;0.9
11;1;2;1;2;1;198;389;192;5.26269018890489;3;0.3;1;9;27;0.09;0.027;0.9
11;1;3;1;3;1;391;596;206;5.33271879326537;3;0.3;1;9;27;0.09;0.027;0.9
11;1;4;0;3;1;598;1000;403;6.00141487796115;3;0.3;1;9;27;0.09;0.027;0.9
12;1;1;0;0;0;1;1000;1000;6.90875477931522;3;0.35;1;9;27;0.1225;0.042875;1.05
13;1;1;0;0;0;1;1000;1000;6.90875477931522;4;0.1;1;16;64;0.01;0.001;0.4
14;1;1;1;1;0;1;341;341;5.8348107370626;4;0.15;1;16;64;0.0225;0.003375;0.6
14;1;2;0;1;0;343;1000;658;6.49072353450251;4;0.15;1;16;64;0.0225;0.003375;0.6
15;1;1;1;1;0;1;426;426;6.05678401322862;4;0.2;1;16;64;0.04;0.008;0.8
15;1;2;1;2;1;428;686;259;5.56068163101553;4;0.2;1;16;64;0.04;0.008;0.8
15;1;3;0;2;1;688;1000;313;5.74939298590825;4;0.2;1;16;64;0.04;0.008;0.8
16;1;1;1;1;0;1;139;139;4.9416424226093;4;0.25;1;16;64;0.0625;0.015625;1
16;1;2;1;2;1;141;192;52;3.97029191355212;4;0.25;1;16;64;0.0625;0.015625;1
16;1;3;1;3;1;194;940;747;6.61740297797448;4;0.25;1;16;64;0.0625;0.015625;1
16;1;4;0;3;1;942;1000;59;4.0943445622221;4;0.25;1;16;64;0.0625;0.015625;1
17;1;1;1;1;0;1;6;6;1.94591014905531;4;0.3;1;16;64;0.09;0.027;1.2
17;1;2;0;1;0;8;1000;993;6.90173720665657;4;0.3;1;16;64;0.09;0.027;1.2
18;1;1;1;1;0;1;161;161;5.08759633523238;4;0.35;1;16;64;0.1225;0.042875;1.4
18;1;2;1;2;1;163;271;109;4.70048036579242;4;0.35;1;16;64;0.1225;0.042875;1.4
18;1;3;1;3;1;273;864;592;6.38519439899773;4;0.35;1;16;64;0.1225;0.042875;1.4
18;1;4;1;4;1;866;915;50;3.93182563272433;4;0.35;1;16;64;0.1225;0.042875;1.4
18;1;5;0;4;1;917;1000;84;4.44265125649032;4;0.35;1;16;64;0.1225;0.042875;1.4
19;1;1;0;0;0;1;939;939;6.84587987526405;5;0.1;1;25;125;0.01;0.001;0.5
19;1;2;0;0;0;941;947;7;2.07944154167984;5;0.1;1;25;125;0.01;0.001;0.5
19;1;3;0;0;0;949;949;1;0.693147180559945;5;0.1;1;25;125;0.01;0.001;0.5
19;1;4;0;0;0;951;951;1;0.693147180559945;5;0.1;1;25;125;0.01;0.001;0.5
19;1;5;0;0;0;983;983;1;0.693147180559945;5;0.1;1;25;125;0.01;0.001;0.5
19;1;6;0;0;0;985;1000;16;2.83321334405622;5;0.1;1;25;125;0.01;0.001;0.5
20;1;1;0;0;0;1;1000;1000;6.90875477931522;5;0.15;1;25;125;0.0225;0.003375;0.75
21;1;1;1;1;0;1;953;953;6.86066367144829;5;0.2;1;25;125;0.04;0.008;1
21;1;2;0;1;0;955;1000;46;3.85014760171006;5;0.2;1;25;125;0.04;0.008;1
22;1;1;1;1;0;1;189;189;5.24702407216049;5;0.25;1;25;125;0.0625;0.015625;1.25
22;1;2;0;1;0;191;1000;810;6.69826805411541;5;0.25;1;25;125;0.0625;0.015625;1.25
23;1;1;0;0;0;1;1000;1000;6.90875477931522;5;0.3;1;25;125;0.09;0.027;1.5
24;1;1;0;0;0;1;1000;1000;6.90875477931522;5;0.35;1;25;125;0.1225;0.042875;1.75
25;1;1;0;0;0;1;355;355;5.87493073085203;6;0.1;1;36;216;0.01;0.001;0.6
25;1;2;0;0;0;357;361;5;1.79175946922805;6;0.1;1;36;216;0.01;0.001;0.6
26;1;1;0;0;0;1;347;347;5.85220247977447;6;0.15;1;36;216;0.0225;0.003375;0.9
26;1;2;0;0;0;349;453;105;4.66343909411207;6;0.15;1;36;216;0.0225;0.003375;0.9
26;1;3;0;0;0;455;455;1;0.693147180559945;6;0.15;1;36;216;0.0225;0.003375;0.9
26;1;4;0;0;0;457;459;3;1.38629436111989;6;0.15;1;36;216;0.0225;0.003375;0.9
26;1;5;0;0;0;461;469;9;2.30258509299405;6;0.15;1;36;216;0.0225;0.003375;0.9
26;1;6;0;0;0;471;473;3;1.38629436111989;6;0.15;1;36;216;0.0225;0.003375;0.9
26;1;7;0;0;0;475;475;1;0.693147180559945;6;0.15;1;36;216;0.0225;0.003375;0.9
26;1;8;0;0;0;477;477;1;0.693147180559945;6;0.15;1;36;216;0.0225;0.003375;0.9
26;1;9;0;0;0;479;1000;522;6.25958146406492;6;0.15;1;36;216;0.0225;0.003375;0.9
27;1;1;0;0;0;1;807;807;6.69456205852109;6;0.2;1;36;216;0.04;0.008;1.2
27;1;2;0;0;0;965;965;1;0.693147180559945;6;0.2;1;36;216;0.04;0.008;1.2
27;1;3;0;0;0;969;969;1;0.693147180559945;6;0.2;1;36;216;0.04;0.008;1.2
27;1;4;0;0;0;971;975;5;1.79175946922805;6;0.2;1;36;216;0.04;0.008;1.2
27;1;5;0;0;0;979;981;3;1.38629436111989;6;0.2;1;36;216;0.04;0.008;1.2
27;1;6;0;0;0;997;997;1;0.693147180559945;6;0.2;1;36;216;0.04;0.008;1.2
27;1;7;0;0;0;999;1000;2;1.09861228866811;6;0.2;1;36;216;0.04;0.008;1.2
28;1;1;0;0;0;1;41;41;3.73766961828337;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;2;0;0;0;43;47;5;1.79175946922805;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;3;0;0;0;51;53;3;1.38629436111989;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;4;0;0;0;55;55;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;5;0;0;0;57;101;45;3.8286413964891;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;6;0;0;0;193;193;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;7;0;0;0;195;207;13;2.63905732961526;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;8;0;0;0;209;375;167;5.12396397940326;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;9;0;0;0;379;389;11;2.484906649788;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;10;0;0;0;391;401;11;2.484906649788;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;11;0;0;0;405;407;3;1.38629436111989;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;12;0;0;0;409;409;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;13;0;0;0;415;415;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;14;0;0;0;417;503;87;4.47733681447821;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;15;0;0;0;505;505;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;16;0;0;0;509;509;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;17;0;0;0;521;521;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;18;0;0;0;529;537;9;2.30258509299405;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;19;0;0;0;575;575;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;20;0;0;0;585;587;3;1.38629436111989;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;21;0;0;0;589;593;5;1.79175946922805;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;22;0;0;0;595;623;29;3.40119738166216;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;23;0;0;0;625;655;31;3.46573590279973;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;24;0;0;0;663;663;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;25;0;0;0;811;831;21;3.09104245335832;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;26;0;0;0;839;839;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;27;0;0;0;855;855;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;28;0;0;0;857;857;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;29;0;0;0;867;869;3;1.38629436111989;6;0.25;1;36;216;0.0625;0.015625;1.5
28;1;30;0;0;0;877;877;1;0.693147180559945;6;0.25;1;36;216;0.0625;0.015625;1.5
29;1;1;0;0;0;1;49;49;3.91202300542815;6;0.3;1;36;216;0.09;0.027;1.8
29;1;2;0;0;0;51;55;5;1.79175946922805;6;0.3;1;36;216;0.09;0.027;1.8
29;1;3;0;0;0;57;57;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;4;0;0;0;59;61;3;1.38629436111989;6;0.3;1;36;216;0.09;0.027;1.8
29;1;5;0;0;0;63;71;9;2.30258509299405;6;0.3;1;36;216;0.09;0.027;1.8
29;1;6;0;0;0;75;77;3;1.38629436111989;6;0.3;1;36;216;0.09;0.027;1.8
29;1;7;0;0;0;81;81;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;8;0;0;0;255;255;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;9;0;0;0;257;299;43;3.78418963391826;6;0.3;1;36;216;0.09;0.027;1.8
29;1;10;0;0;0;311;311;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;11;0;0;0;313;315;3;1.38629436111989;6;0.3;1;36;216;0.09;0.027;1.8
29;1;12;0;0;0;317;317;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;13;0;0;0;319;325;7;2.07944154167984;6;0.3;1;36;216;0.09;0.027;1.8
29;1;14;0;0;0;333;333;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;15;0;0;0;337;357;21;3.09104245335832;6;0.3;1;36;216;0.09;0.027;1.8
29;1;16;0;0;0;359;359;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;17;0;0;0;361;363;3;1.38629436111989;6;0.3;1;36;216;0.09;0.027;1.8
29;1;18;0;0;0;365;365;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;19;0;0;0;389;389;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;20;0;0;0;391;391;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;21;0;0;0;393;393;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;22;0;0;0;401;403;3;1.38629436111989;6;0.3;1;36;216;0.09;0.027;1.8
29;1;23;0;0;0;407;407;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;24;0;0;0;409;409;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;25;0;0;0;411;411;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;26;0;0;0;413;413;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;27;0;0;0;417;419;3;1.38629436111989;6;0.3;1;36;216;0.09;0.027;1.8
29;1;28;0;0;0;425;425;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;29;0;0;0;427;427;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
29;1;30;0;0;0;431;431;1;0.693147180559945;6;0.3;1;36;216;0.09;0.027;1.8
30;1;1;0;0;0;1;119;119;4.78749174278205;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;2;0;0;0;121;123;3;1.38629436111989;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;3;0;0;0;125;131;7;2.07944154167984;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;4;1;1;0;143;182;40;3.71357206670431;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;5;0;1;0;184;281;98;4.59511985013459;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;6;0;0;0;541;565;25;3.25809653802148;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;7;0;0;0;569;571;3;1.38629436111989;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;8;0;0;0;573;575;3;1.38629436111989;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;9;0;0;0;579;607;29;3.40119738166216;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;10;0;0;0;623;623;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;11;0;0;0;669;669;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;12;0;0;0;677;679;3;1.38629436111989;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;13;0;0;0;683;683;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;14;0;0;0;695;695;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;15;0;0;0;699;699;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;16;0;0;0;701;703;3;1.38629436111989;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;17;0;0;0;705;717;13;2.63905732961526;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;18;0;0;0;719;721;3;1.38629436111989;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;19;0;0;0;733;733;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;20;0;0;0;743;743;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;21;0;0;0;751;755;5;1.79175946922805;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;22;0;0;0;845;849;5;1.79175946922805;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;23;0;0;0;851;851;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;24;0;0;0;865;873;9;2.30258509299405;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;25;0;0;0;875;877;3;1.38629436111989;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;26;0;0;0;879;879;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;27;0;0;0;915;915;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;28;0;0;0;917;919;3;1.38629436111989;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;29;0;0;0;925;925;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;30;0;0;0;931;937;7;2.07944154167984;6;0.35;1;36;216;0.1225;0.042875;2.1
30;1;31;0;0;0;939;939;1;0.693147180559945;6;0.35;1;36;216;0.1225;0.042875;2.1
31;1;1;0;0;0;416;416;1;0.693147180559945;7;0.1;1;49;343;0.01;0.001;0.7
31;1;2;0;0;0;418;420;3;1.38629436111989;7;0.1;1;49;343;0.01;0.001;0.7
31;1;3;0;0;0;422;422;1;0.693147180559945;7;0.1;1;49;343;0.01;0.001;0.7
31;1;4;0;0;0;434;452;19;2.99573227355399;7;0.1;1;49;343;0.01;0.001;0.7
31;1;5;0;0;0;468;468;1;0.693147180559945;7;0.1;1;49;343;0.01;0.001;0.7
31;1;6;0;0;0;862;864;3;1.38629436111989;7;0.1;1;49;343;0.01;0.001;0.7
31;1;7;0;0;0;866;868;3;1.38629436111989;7;0.1;1;49;343;0.01;0.001;0.7
36;1;1;0;0;0;882;882;1;0.693147180559945;7;0.35;1;49;343;0.1225;0.042875;2.45
36;1;2;0;0;0;884;884;1;0.693147180559945;7;0.35;1;49;343;0.1225;0.042875;2.45
36;1;3;0;0;0;886;894;9;2.30258509299405;7;0.35;1;49;343;0.1225;0.042875;2.45
36;1;4;0;0;0;898;898;1;0.693147180559945;7;0.35;1;49;343;0.1225;0.042875;2.45
36;1;5;0;0;0;920;1000;81;4.40671924726425;7;0.35;1;49;343;0.1225;0.042875;2.45
1;2;1;0;0;0;1;1000;1000;6.90875477931522;2;0.1;1;4;8;0.01;0.001;0.2
2;2;1;1;1;0;1;213;213;5.36597601502185;2;0.15;1;4;8;0.0225;0.003375;0.3
2;2;2;0;1;0;215;1000;786;6.6682282484174;2;0.15;1;4;8;0.0225;0.003375;0.3
3;2;1;1;1;0;1;493;493;6.20253551718792;2;0.2;1;4;8;0.04;0.008;0.4
3;2;2;1;2;1;495;533;39;3.68887945411394;2;0.2;1;4;8;0.04;0.008;0.4
3;2;3;1;3;1;535;941;407;6.01126717440416;2;0.2;1;4;8;0.04;0.008;0.4
3;2;4;0;3;1;943;1000;58;4.07753744390572;2;0.2;1;4;8;0.04;0.008;0.4
4;2;1;1;1;0;1;666;666;6.50279004591562;2;0.25;1;4;8;0.0625;0.015625;0.5
4;2;2;1;2;1;668;807;140;4.94875989037817;2;0.25;1;4;8;0.0625;0.015625;0.5
4;2;3;0;2;1;809;1000;192;5.26269018890489;2;0.25;1;4;8;0.0625;0.015625;0.5
5;2;1;1;1;0;1;431;431;6.06842558824411;2;0.3;1;4;8;0.09;0.027;0.6
5;2;2;1;2;1;433;534;102;4.63472898822964;2;0.3;1;4;8;0.09;0.027;0.6
5;2;3;1;3;1;536;986;451;6.11368217983223;2;0.3;1;4;8;0.09;0.027;0.6
5;2;4;0;3;1;988;1000;13;2.63905732961526;2;0.3;1;4;8;0.09;0.027;0.6
6;2;1;1;1;0;1;385;385;5.95583736946483;2;0.35;1;4;8;0.1225;0.042875;0.7
6;2;2;1;2;1;387;801;415;6.03068526026126;2;0.35;1;4;8;0.1225;0.042875;0.7
6;2;3;0;2;1;803;1000;198;5.29330482472449;2;0.35;1;4;8;0.1225;0.042875;0.7
7;2;1;0;0;0;1;1000;1000;6.90875477931522;3;0.1;1;9;27;0.01;0.001;0.3
8;2;1;0;0;0;1;1000;1000;6.90875477931522;3;0.15;1;9;27;0.0225;0.003375;0.45
9;2;1;0;0;0;1;1000;1000;6.90875477931522;3;0.2;1;9;27;0.04;0.008;0.6
10;2;1;1;1;0;1;747;747;6.61740297797448;3;0.25;1;9;27;0.0625;0.015625;0.75
10;2;2;0;1;0;749;1000;252;5.53338948872752;3;0.25;1;9;27;0.0625;0.015625;0.75
11;2;1;1;1;0;1;436;436;6.07993319509559;3;0.3;1;9;27;0.09;0.027;0.9
11;2;2;1;2;1;438;448;11;2.484906649788;3;0.3;1;9;27;0.09;0.027;0.9
11;2;3;1;3;1;450;955;506;6.22851100359118;3;0.3;1;9;27;0.09;0.027;0.9
11;2;4;0;3;1;957;1000;44;3.80666248977032;3;0.3;1;9;27;0.09;0.027;0.9
12;2;1;1;1;0;1;402;402;5.99893656194668;3;0.35;1;9;27;0.1225;0.042875;1.05
12;2;2;1;2;1;404;887;484;6.18414889093748;3;0.35;1;9;27;0.1225;0.042875;1.05
12;2;3;1;3;1;889;994;106;4.67282883446191;3;0.35;1;9;27;0.1225;0.042875;1.05
12;2;4;0;3;1;996;1000;5;1.79175946922805;3;0.35;1;9;27;0.1225;0.042875;1.05
13;2;1;1;1;0;1;108;108;4.69134788222914;4;0.1;1;16;64;0.01;0.001;0.4
13;2;2;1;2;1;110;733;624;6.4377516497364;4;0.1;1;16;64;0.01;0.001;0.4
13;2;3;0;2;1;735;1000;266;5.58724865840025;4;0.1;1;16;64;0.01;0.001;0.4
14;2;1;0;0;0;1;1000;1000;6.90875477931522;4;0.15;1;16;64;0.0225;0.003375;0.6
15;2;1;1;1;0;1;546;546;6.30444880242198;4;0.2;1;16;64;0.04;0.008;0.8
15;2;2;1;2;1;548;754;207;5.33753807970132;4;0.2;1;16;64;0.04;0.008;0.8
15;2;3;1;3;1;756;983;228;5.43372200355424;4;0.2;1;16;64;0.04;0.008;0.8
15;2;4;0;3;1;985;1000;16;2.83321334405622;4;0.2;1;16;64;0.04;0.008;0.8
16;2;1;1;1;0;1;105;105;4.66343909411207;4;0.25;1;16;64;0.0625;0.015625;1
16;2;2;1;2;1;107;914;808;6.69579891705849;4;0.25;1;16;64;0.0625;0.015625;1
16;2;3;1;3;1;916;997;82;4.4188406077966;4;0.25;1;16;64;0.0625;0.015625;1
16;2;4;0;3;1;999;1000;2;1.09861228866811;4;0.25;1;16;64;0.0625;0.015625;1
17;2;1;1;1;0;1;29;29;3.40119738166216;4;0.3;1;16;64;0.09;0.027;1.2
17;2;2;1;2;1;31;475;445;6.10031895202006;4;0.3;1;16;64;0.09;0.027;1.2
17;2;3;1;3;1;477;763;287;5.66296048013595;4;0.3;1;16;64;0.09;0.027;1.2
17;2;4;0;3;1;765;1000;236;5.46806014113513;4;0.3;1;16;64;0.09;0.027;1.2
18;2;1;1;1;0;1;183;183;5.21493575760899;4;0.35;1;16;64;0.1225;0.042875;1.4
18;2;2;1;2;1;185;548;364;5.89989735358249;4;0.35;1;16;64;0.1225;0.042875;1.4
18;2;3;1;3;1;550;950;401;5.99645208861902;4;0.35;1;16;64;0.1225;0.042875;1.4
18;2;4;0;3;1;952;1000;49;3.91202300542815;4;0.35;1;16;64;0.1225;0.042875;1.4
19;2;1;1;1;0;1;494;494;6.20455776256869;5;0.1;1;25;125;0.01;0.001;0.5
19;2;2;0;1;0;496;1000;505;6.22653666928747;5;0.1;1;25;125;0.01;0.001;0.5
20;2;1;1;1;0;1;409;409;6.01615715969835;5;0.15;1;25;125;0.0225;0.003375;0.75
20;2;2;1;2;1;411;882;472;6.15909538849193;5;0.15;1;25;125;0.0225;0.003375;0.75
20;2;3;0;2;1;884;1000;117;4.77068462446567;5;0.15;1;25;125;0.0225;0.003375;0.75
21;2;1;0;0;0;1;1000;1000;6.90875477931522;5;0.2;1;25;125;0.04;0.008;1
22;2;1;1;1;0;1;892;892;6.7945865808765;5;0.25;1;25;125;0.0625;0.015625;1.25
22;2;2;0;1;0;894;1000;107;4.68213122712422;5;0.25;1;25;125;0.0625;0.015625;1.25
23;2;1;1;1;0;1;236;236;5.46806014113513;5;0.3;1;25;125;0.09;0.027;1.5
23;2;2;1;2;1;238;708;471;6.15697898558556;5;0.3;1;25;125;0.09;0.027;1.5
23;2;3;0;2;1;710;1000;291;5.67675380226828;5;0.3;1;25;125;0.09;0.027;1.5
24;2;1;1;1;0;1;53;53;3.98898404656427;5;0.35;1;25;125;0.1225;0.042875;1.75
24;2;2;1;2;1;55;55;1;0.693147180559945;5;0.35;1;25;125;0.1225;0.042875;1.75
24;2;3;0;2;1;57;1000;944;6.85118492749374;5;0.35;1;25;125;0.1225;0.042875;1.75
25;2;1;0;0;0;1;187;187;5.23644196282995;6;0.1;1;36;216;0.01;0.001;0.6
25;2;2;0;0;0;189;193;5;1.79175946922805;6;0.1;1;36;216;0.01;0.001;0.6
25;2;3;0;0;0;195;233;39;3.68887945411394;6;0.1;1;36;216;0.01;0.001;0.6
25;2;4;0;0;0;237;237;1;0.693147180559945;6;0.1;1;36;216;0.01;0.001;0.6
25;2;5;0;0;0;239;239;1;0.693147180559945;6;0.1;1;36;216;0.01;0.001;0.6
25;2;6;0;0;0;241;241;1;0.693147180559945;6;0.1;1;36;216;0.01;0.001;0.6
25;2;7;0;0;0;251;251;1;0.693147180559945;6;0.1;1;36;216;0.01;0.001;0.6
25;2;8;0;0;0;253;253;1;0.693147180559945;6;0.1;1;36;216;0.01;0.001;0.6
25;2;9;0;0;0;271;271;1;0.693147180559945;6;0.1;1;36;216;0.01;0.001;0.6
25;2;10;0;0;0;273;273;1;0.693147180559945;6;0.1;1;36;216;0.01;0.001;0.6
25;2;11;0;0;0;275;277;3;1.38629436111989;6;0.1;1;36;216;0.01;0.001;0.6
25;2;12;0;0;0;279;281;3;1.38629436111989;6;0.1;1;36;216;0.01;0.001;0.6
25;2;13;0;0;0;283;319;37;3.63758615972639;6;0.1;1;36;216;0.01;0.001;0.6
25;2;14;0;0;0;321;323;3;1.38629436111989;6;0.1;1;36;216;0.01;0.001;0.6
25;2;15;0;0;0;325;325;1;0.693147180559945;6;0.1;1;36;216;0.01;0.001;0.6
25;2;16;0;0;0;327;359;33;3.52636052461616;6;0.1;1;36;216;0.01;0.001;0.6
25;2;17;0;0;0;367;395;29;3.40119738166216;6;0.1;1;36;216;0.01;0.001;0.6
