"industry";"cartel";"start";"end";"duration";"startyear";"endyear";"duration_year";"n_firms";"rho_start";"theta_len";"structured";"detected";"len_reduction"
16;5;846;912;67;71;76;6;2;0.25;0;0;1;1
16;5;846;912;67;71;76;6;2;0.25;0.5;0;1;0.5
16;5;846;912;67;71;76;6;2;0.25;1;0;1;0
16;6;914;930;17;77;78;2;2;0.25;0;0;1;1
16;6;914;930;17;77;78;2;2;0.25;0.5;0;1;0.5
16;6;914;930;17;77;78;2;2;0.25;1;0;1;0
17;1;1;231;231;1;20;20;2;0.25;0;0;1;1
17;1;1;231;231;1;20;20;2;0.25;0.5;0;1;0.5
17;1;1;231;231;1;20;20;2;0.25;1;0;1;0
17;1;233;1000;768;20;84;65;2;0.25;0;0;0;1
17;1;233;1000;768;20;84;65;2;0.25;0.5;0;0;0.5
17;1;233;1000;768;20;84;65;2;0.25;1;0;0;0
18;1;1;92;92;1;8;8;2;0.25;0;0;1;1
18;1;1;92;92;1;8;8;2;0.25;0.5;0;1;0.5
18;1;1;92;92;1;8;8;2;0.25;1;0;1;0
18;1;960;1000;41;80;84;5;2;0.25;0;0;0;1
18;1;960;1000;41;80;84;5;2;0.25;0.5;0;0;0.5
18;1;960;1000;41;80;84;5;2;0.25;1;0;0;0
18;2;94;97;4;8;9;2;2;0.25;0;0;1;1
18;2;94;97;4;8;9;2;2;0.25;0.5;0;1;0.5
18;2;94;97;4;8;9;2;2;0.25;1;0;1;0
18;3;99;118;20;9;10;2;2;0.25;0;0;1;1
18;3;99;118;20;9;10;2;2;0.25;0.5;0;1;0.5
18;3;99;118;20;9;10;2;2;0.25;1;0;1;0
18;4;120;245;126;10;21;12;2;0.25;0;0;1;1
18;4;120;245;126;10;21;12;2;0.25;0.5;0;1;0.5
18;4;120;245;126;10;21;12;2;0.25;1;0;1;0
18;5;247;317;71;21;27;7;2;0.25;0;0;1;1
18;5;247;317;71;21;27;7;2;0.25;0.5;0;1;0.5
18;5;247;317;71;21;27;7;2;0.25;1;0;1;0
18;6;319;601;283;27;51;25;2;0.25;0;0;1;1
18;6;319;601;283;27;51;25;2;0.25;0.5;0;1;0.5
18;6;319;601;283;27;51;25;2;0.25;1;0;1;0
18;7;603;717;115;51;60;10;2;0.25;0;0;1;1
18;7;603;717;115;51;60;10;2;0.25;0.5;0;1;0.5
18;7;603;717;115;51;60;10;2;0.25;1;0;1;0
18;8;719;750;32;60;63;4;2;0.25;0;0;1;1
18;8;719;750;32;60;63;4;2;0.25;0.5;0;1;0.5
18;8;719;750;32;60;63;4;2;0.25;1;0;1;0
18;9;752;958;207;63;80;18;2;0.25;0;0;1;1
18;9;752;958;207;63;80;18;2;0.25;0.5;0;1;0.5
18;9;752;958;207;63;80;18;2;0.25;1;0;1;0
19;1;1;1000;1000;1;84;84;2;0.25;0;0;0;1
19;1;1;1000;1000;1;84;84;2;0.25;0.5;0;0;0.5
19;1;1;1000;1000;1;84;84;2;0.25;1;0;0;0
20;1;1;233;233;1;20;20;2;0.25;0;0;1;1
20;1;1;233;233;1;20;20;2;0.25;0.5;0;1;0.5
20;1;1;233;233;1;20;20;2;0.25;1;0;1;0
20;1;899;1000;102;75;84;10;2;0.25;0;0;0;1
20;1;899;1000;102;75;84;10;2;0.25;0.5;0;0;0.5
20;1;899;1000;102;75;84;10;2;0.25;1;0;0;0
20;2;235;374;140;20;32;13;2;0.25;0;0;1;1
20;2;235;374;140;20;32;13;2;0.25;0.5;0;1;0.5
20;2;235;374;140;20;32;13;2;0.25;1;0;1;0
20;3;376;492;117;32;41;10;2;0.25;0;0;1;1
20;3;376;492;117;32;41;10;2;0.25;0.5;0;1;0.5
20;3;376;492;117;32;41;10;2;0.25;1;0;1;0
20;4;494;552;59;42;46;5;2;0.25;0;0;1;1
20;4;494;552;59;42;46;5;2;0.25;0.5;0;1;0.5
20;4;494;552;59;42;46;5;2;0.25;1;0;1;0
20;5;554;897;344;47;75;29;2;0.25;0;0;1;1
20;5;554;897;344;47;75;29;2;0.25;0.5;0;1;0.5
20;5;554;897;344;47;75;29;2;0.25;1;0;1;0
21;1;1;271;271;1;23;23;2;0.25;0;0;1;1
21;1;1;271;271;1;23;23;2;0.25;0.5;0;1;0.5
21;1;1;271;271;1;23;23;2;0.25;1;0;1;0
21;1;960;1000;41;80;84;5;2;0.25;0;0;0;1
21;1;960;1000;41;80;84;5;2;0.25;0.5;0;0;0.5
21;1;960;1000;41;80;84;5;2;0.25;1;0;0;0
21;2;273;324;52;23;27;5;2;0.25;0;0;1;1
21;2;273;324;52;23;27;5;2;0.25;0.5;0;1;0.5
21;2;273;324;52;23;27;5;2;0.25;1;0;1;0
21;3;326;342;17;28;29;2;2;0.25;0;0;1;1
21;3;326;342;17;28;29;2;2;0.25;0.5;0;1;0.5
21;3;326;342;17;28;29;2;2;0.25;1;0;1;0
21;4;344;367;24;29;31;3;2;0.25;0;0;1;1
21;4;344;367;24;29;31;3;2;0.25;0.5;0;1;0.5
21;4;344;367;24;29;31;3;2;0.25;1;0;1;0
21;5;369;789;421;31;66;36;2;0.25;0;0;1;1
21;5;369;789;421;31;66;36;2;0.25;0.5;0;1;0.5
21;5;369;789;421;31;66;36;2;0.25;1;0;1;0
21;6;791;936;146;66;78;13;2;0.25;0;0;1;1
21;6;791;936;146;66;78;13;2;0.25;0.5;0;1;0.5
21;6;791;936;146;66;78;13;2;0.25;1;0;1;0
21;7;938;958;21;79;80;2;2;0.25;0;0;1;1
21;7;938;958;21;79;80;2;2;0.25;0.5;0;1;0.5
21;7;938;958;21;79;80;2;2;0.25;1;0;1;0
22;1;1;25;25;1;3;3;2;0.25;0;0;1;1
22;1;1;25;25;1;3;3;2;0.25;0.5;0;1;0.5
22;1;1;25;25;1;3;3;2;0.25;1;0;1;0
22;1;932;1000;69;78;84;7;2;0.25;0;0;0;1
22;1;932;1000;69;78;84;7;2;0.25;0.5;0;0;0.5
22;1;932;1000;69;78;84;7;2;0.25;1;0;0;0
22;2;27;140;114;3;12;10;2;0.25;0;0;1;1
22;2;27;140;114;3;12;10;2;0.25;0.5;0;1;0.5
22;2;27;140;114;3;12;10;2;0.25;1;0;1;0
22;3;142;224;83;12;19;8;2;0.25;0;0;1;1
22;3;142;224;83;12;19;8;2;0.25;0.5;0;1;0.5
22;3;142;224;83;12;19;8;2;0.25;1;0;1;0
22;4;226;248;23;19;21;3;2;0.25;0;0;1;1
22;4;226;248;23;19;21;3;2;0.25;0.5;0;1;0.5
22;4;226;248;23;19;21;3;2;0.25;1;0;1;0
22;5;250;419;170;21;35;15;2;0.25;0;0;1;1
22;5;250;419;170;21;35;15;2;0.25;0.5;0;1;0.5
22;5;250;419;170;21;35;15;2;0.25;1;0;1;0
22;6;421;814;394;36;68;33;2;0.25;0;0;1;1
22;6;421;814;394;36;68;33;2;0.25;0.5;0;1;0.5
22;6;421;814;394;36;68;33;2;0.25;1;0;1;0
22;7;816;869;54;68;73;6;2;0.25;0;0;1;1
22;7;816;869;54;68;73;6;2;0.25;0.5;0;1;0.5
22;7;816;869;54;68;73;6;2;0.25;1;0;1;0
22;8;871;930;60;73;78;6;2;0.25;0;0;1;1
22;8;871;930;60;73;78;6;2;0.25;0.5;0;1;0.5
22;8;871;930;60;73;78;6;2;0.25;1;0;1;0
23;1;1;139;139;1;12;12;2;0.25;0;0;1;1
23;1;1;139;139;1;12;12;2;0.25;0.5;0;1;0.5
23;1;1;139;139;1;12;12;2;0.25;1;0;1;0
23;1;897;1000;104;75;84;10;2;0.25;0;0;0;1
23;1;897;1000;104;75;84;10;2;0.25;0.5;0;0;0.5
23;1;897;1000;104;75;84;10;2;0.25;1;0;0;0
23;2;141;593;453;12;50;39;2;0.25;0;0;1;1
23;2;141;593;453;12;50;39;2;0.25;0.5;0;1;0.5
23;2;141;593;453;12;50;39;2;0.25;1;0;1;0
23;3;595;832;238;50;70;21;2;0.25;0;0;1;1
23;3;595;832;238;50;70;21;2;0.25;0.5;0;1;0.5
23;3;595;832;238;50;70;21;2;0.25;1;0;1;0
23;4;834;895;62;70;75;6;2;0.25;0;0;1;1
23;4;834;895;62;70;75;6;2;0.25;0.5;0;1;0.5
23;4;834;895;62;70;75;6;2;0.25;1;0;1;0
24;1;1;68;68;1;6;6;2;0.25;0;0;1;1
24;1;1;68;68;1;6;6;2;0.25;0.5;0;1;0.5
24;1;1;68;68;1;6;6;2;0.25;1;0;1;0
24;1;865;1000;136;73;84;12;2;0.25;0;0;0;1
24;1;865;1000;136;73;84;12;2;0.25;0.5;0;0;0.5
24;1;865;1000;136;73;84;12;2;0.25;1;0;0;0
24;2;70;90;21;6;8;3;2;0.25;0;0;1;1
24;2;70;90;21;6;8;3;2;0.25;0.5;0;1;0.5
24;2;70;90;21;6;8;3;2;0.25;1;0;1;0
24;3;92;121;30;8;11;4;2;0.25;0;0;1;1
24;3;92;121;30;8;11;4;2;0.25;0.5;0;1;0.5
24;3;92;121;30;8;11;4;2;0.25;1;0;1;0
24;4;123;228;106;11;19;9;2;0.25;0;0;1;1
24;4;123;228;106;11;19;9;2;0.25;0.5;0;1;0.5
24;4;123;228;106;11;19;9;2;0.25;1;0;1;0
24;5;230;365;136;20;31;12;2;0.25;0;0;1;1
24;5;230;365;136;20;31;12;2;0.25;0.5;0;1;0.5
24;5;230;365;136;20;31;12;2;0.25;1;0;1;0
24;6;367;407;41;31;34;4;2;0.25;0;0;1;1
24;6;367;407;41;31;34;4;2;0.25;0.5;0;1;0.5
24;6;367;407;41;31;34;4;2;0.25;1;0;1;0
24;7;409;536;128;35;45;11;2;0.25;0;0;1;1
24;7;409;536;128;35;45;11;2;0.25;0.5;0;1;0.5
24;7;409;536;128;35;45;11;2;0.25;1;0;1;0
24;8;538;863;326;45;72;28;2;0.25;0;0;1;1
24;8;538;863;326;45;72;28;2;0.25;0.5;0;1;0.5
24;8;538;863;326;45;72;28;2;0.25;1;0;1;0
25;1;1;121;121;1;11;11;2;0.25;0;0;1;1
25;1;1;121;121;1;11;11;2;0.25;0.5;0;1;0.5
25;1;1;121;121;1;11;11;2;0.25;1;0;1;0
25;1;845;1000;156;71;84;14;2;0.25;0;0;0;1
25;1;845;1000;156;71;84;14;2;0.25;0.5;0;0;0.5
25;1;845;1000;156;71;84;14;2;0.25;1;0;0;0
25;2;123;215;93;11;18;8;2;0.25;0;0;1;1
25;2;123;215;93;11;18;8;2;0.25;0.5;0;1;0.5
25;2;123;215;93;11;18;8;2;0.25;1;0;1;0
25;3;217;348;132;19;29;11;2;0.25;0;0;1;1
25;3;217;348;132;19;29;11;2;0.25;0.5;0;1;0.5
25;3;217;348;132;19;29;11;2;0.25;1;0;1;0
25;4;350;420;71;30;35;6;2;0.25;0;0;1;1
25;4;350;420;71;30;35;6;2;0.25;0.5;0;1;0.5
25;4;350;420;71;30;35;6;2;0.25;1;0;1;0
25;5;422;650;229;36;55;20;2;0.25;0;0;1;1
25;5;422;650;229;36;55;20;2;0.25;0.5;0;1;0.5
25;5;422;650;229;36;55;20;2;0.25;1;0;1;0
25;6;652;804;153;55;67;13;2;0.25;0;0;1;1
25;6;652;804;153;55;67;13;2;0.25;0.5;0;1;0.5
25;6;652;804;153;55;67;13;2;0.25;1;0;1;0
25;7;806;843;38;68;71;4;2;0.25;0;0;1;1
25;7;806;843;38;68;71;4;2;0.25;0.5;0;1;0.5
25;7;806;843;38;68;71;4;2;0.25;1;0;1;0
26;1;1;57;57;1;5;5;2;0.25;0;0;1;1
26;1;1;57;57;1;5;5;2;0.25;0.5;0;1;0.5
26;1;1;57;57;1;5;5;2;0.25;1;0;1;0
26;1;867;1000;134;73;84;12;2;0.25;0;0;0;1
26;1;867;1000;134;73;84;12;2;0.25;0.5;0;0;0.5
26;1;867;1000;134;73;84;12;2;0.25;1;0;0;0
26;2;59;211;153;5;18;14;2;0.25;0;0;1;1
26;2;59;211;153;5;18;14;2;0.25;0.5;0;1;0.5
26;2;59;211;153;5;18;14;2;0.25;1;0;1;0
26;3;213;266;54;18;23;6;2;0.25;0;0;1;1
26;3;213;266;54;18;23;6;2;0.25;0.5;0;1;0.5
26;3;213;266;54;18;23;6;2;0.25;1;0;1;0
26;4;268;285;18;23;24;2;2;0.25;0;0;1;1
26;4;268;285;18;23;24;2;2;0.25;0.5;0;1;0.5
26;4;268;285;18;23;24;2;2;0.25;1;0;1;0
26;5;287;655;369;24;55;32;2;0.25;0;0;1;1
26;5;287;655;369;24;55;32;2;0.25;0.5;0;1;0.5
26;5;287;655;369;24;55;32;2;0.25;1;0;1;0
26;6;657;674;18;55;57;3;2;0.25;0;0;1;1
26;6;657;674;18;55;57;3;2;0.25;0.5;0;1;0.5
26;6;657;674;18;55;57;3;2;0.25;1;0;1;0
26;7;676;865;190;57;73;17;2;0.25;0;0;1;1
26;7;676;865;190;57;73;17;2;0.25;0.5;0;1;0.5
26;7;676;865;190;57;73;17;2;0.25;1;0;1;0
27;1;1;173;173;1;15;15;2;0.25;0;0;1;1
27;1;1;173;173;1;15;15;2;0.25;0.5;0;1;0.5
27;1;1;173;173;1;15;15;2;0.25;1;0;1;0
27;1;891;1000;110;75;84;10;2;0.25;0;0;0;1
27;1;891;1000;110;75;84;10;2;0.25;0.5;0;0;0.5
27;1;891;1000;110;75;84;10;2;0.25;1;0;0;0
27;2;175;316;142;15;27;13;2;0.25;0;0;1;1
27;2;175;316;142;15;27;13;2;0.25;0.5;0;1;0.5
27;2;175;316;142;15;27;13;2;0.25;1;0;1;0
27;3;318;808;491;27;68;42;2;0.25;0;0;1;1
27;3;318;808;491;27;68;42;2;0.25;0.5;0;1;0.5
27;3;318;808;491;27;68;42;2;0.25;1;0;1;0
27;4;810;813;4;68;68;1;2;0.25;0;0;1;1
27;4;810;813;4;68;68;1;2;0.25;0.5;0;1;0.5
27;4;810;813;4;68;68;1;2;0.25;1;0;1;0
27;5;815;828;14;68;69;2;2;0.25;0;0;1;1
27;5;815;828;14;68;69;2;2;0.25;0.5;0;1;0.5
27;5;815;828;14;68;69;2;2;0.25;1;0;1;0
27;6;830;889;60;70;75;6;2;0.25;0;0;1;1
27;6;830;889;60;70;75;6;2;0.25;0.5;0;1;0.5
27;6;830;889;60;70;75;6;2;0.25;1;0;1;0
28;1;1;511;511;1;43;43;2;0.25;0;0;1;1
28;1;1;511;511;1;43;43;2;0.25;0.5;0;1;0.5
28;1;1;511;511;1;43;43;2;0.25;1;0;1;0
28;1;885;1000;116;74;84;11;2;0.25;0;0;0;1
28;1;885;1000;116;74;84;11;2;0.25;0.5;0;0;0.5
28;1;885;1000;116;74;84;11;2;0.25;1;0;0;0
28;2;513;538;26;43;45;3;2;0.25;0;0;1;1
28;2;513;538;26;43;45;3;2;0.25;0.5;0;1;0.5
28;2;513;538;26;43;45;3;2;0.25;1;0;1;0
28;3;540;559;20;45;47;3;2;0.25;0;0;1;1
28;3;540;559;20;45;47;3;2;0.25;0.5;0;1;0.5
28;3;540;559;20;45;47;3;2;0.25;1;0;1;0
28;4;561;883;323;47;74;28;2;0.25;0;0;1;1
28;4;561;883;323;47;74;28;2;0.25;0.5;0;1;0.5
28;4;561;883;323;47;74;28;2;0.25;1;0;1;0
29;1;1;326;326;1;28;28;2;0.25;0;0;1;1
29;1;1;326;326;1;28;28;2;0.25;0.5;0;1;0.5
29;1;1;326;326;1;28;28;2;0.25;1;0;1;0
29;1;582;1000;419;49;84;36;2;0.25;0;0;0;1
29;1;582;1000;419;49;84;36;2;0.25;0.5;0;0;0.5
29;1;582;1000;419;49;84;36;2;0.25;1;0;0;0
29;2;328;580;253;28;49;22;2;0.25;0;0;1;1
29;2;328;580;253;28;49;22;2;0.25;0.5;0;1;0.5
29;2;328;580;253;28;49;22;2;0.25;1;0;1;0
30;1;1;395;395;1;33;33;2;0.25;0;0;1;1
30;1;1;395;395;1;33;33;2;0.25;0.5;0;1;0.5
30;1;1;395;395;1;33;33;2;0.25;1;0;1;0
30;1;961;1000;40;81;84;4;2;0.25;0;0;0;1
30;1;961;1000;40;81;84;4;2;0.25;0.5;0;0;0.5
30;1;961;1000;40;81;84;4;2;0.25;1;0;0;0
30;2;397;408;12;34;34;1;2;0.25;0;0;1;1
30;2;397;408;12;34;34;1;2;0.25;0.5;0;1;0.5
30;2;397;408;12;34;34;1;2;0.25;1;0;1;0
30;3;410;561;152;35;47;13;2;0.25;0;0;1;1
30;3;410;561;152;35;47;13;2;0.25;0.5;0;1;0.5
30;3;410;561;152;35;47;13;2;0.25;1;0;1;0
30;4;563;946;384;47;79;33;2;0.25;0;0;1;1
30;4;563;946;384;47;79;33;2;0.25;0.5;0;1;0.5
30;4;563;946;384;47;79;33;2;0.25;1;0;1;0
30;5;948;959;12;79;80;2;2;0.25;0;0;1;1
30;5;948;959;12;79;80;2;2;0.25;0.5;0;1;0.5
30;5;948;959;12;79;80;2;2;0.25;1;0;1;0
31;1;1;271;271;1;23;23;2;0.25;0;0;1;1
31;1;1;271;271;1;23;23;2;0.25;0.5;0;1;0.5
31;1;1;271;271;1;23;23;2;0.25;1;0;1;0
31;1;966;1000;35;81;84;4;2;0.25;0;0;0;1
31;1;966;1000;35;81;84;4;2;0.25;0.5;0;0;0.5
31;1;966;1000;35;81;84;4;2;0.25;1;0;0;0
31;2;273;330;58;23;28;6;2;0.25;0;0;1;1
31;2;273;330;58;23;28;6;2;0.25;0.5;0;1;0.5
31;2;273;330;58;23;28;6;2;0.25;1;0;1;0
31;3;332;752;421;28;63;36;2;0.25;0;0;1;1
31;3;332;752;421;28;63;36;2;0.25;0.5;0;1;0.5
31;3;332;752;421;28;63;36;2;0.25;1;0;1;0
31;4;754;808;55;63;68;6;2;0.25;0;0;1;1
31;4;754;808;55;63;68;6;2;0.25;0.5;0;1;0.5
31;4;754;808;55;63;68;6;2;0.25;1;0;1;0
31;5;810;964;155;68;81;14;2;0.25;0;0;1;1
31;5;810;964;155;68;81;14;2;0.25;0.5;0;1;0.5
31;5;810;964;155;68;81;14;2;0.25;1;0;1;0
32;1;1;317;317;1;27;27;2;0.25;0;0;1;1
32;1;1;317;317;1;27;27;2;0.25;0.5;0;1;0.5
32;1;1;317;317;1;27;27;2;0.25;1;0;1;0
32;1;991;1000;10;83;84;2;2;0.25;0;0;0;1
32;1;991;1000;10;83;84;2;2;0.25;0.5;0;0;0.5
32;1;991;1000;10;83;84;2;2;0.25;1;0;0;0
32;2;319;490;172;27;41;15;2;0.25;0;0;1;1
32;2;319;490;172;27;41;15;2;0.25;0.5;0;1;0.5
32;2;319;490;172;27;41;15;2;0.25;1;0;1;0
32;3;492;564;73;41;47;7;2;0.25;0;0;1;1
32;3;492;564;73;41;47;7;2;0.25;0.5;0;1;0.5
32;3;492;564;73;41;47;7;2;0.25;1;0;1;0
32;4;566;937;372;48;79;32;2;0.25;0;0;1;1
32;4;566;937;372;48;79;32;2;0.25;0.5;0;1;0.5
32;4;566;937;372;48;79;32;2;0.25;1;0;1;0
32;5;939;989;51;79;83;5;2;0.25;0;0;1;1
32;5;939;989;51;79;83;5;2;0.25;0.5;0;1;0.5
32;5;939;989;51;79;83;5;2;0.25;1;0;1;0
33;1;1;7;7;1;1;1;2;0.25;0;0;1;1
33;1;1;7;7;1;1;1;2;0.25;0.5;0;1;0.5
33;1;1;7;7;1;1;1;2;0.25;1;0;1;0
33;1;867;1000;134;73;84;12;2;0.25;0;0;0;1
33;1;867;1000;134;73;84;12;2;0.25;0.5;0;0;0.5
33;1;867;1000;134;73;84;12;2;0.25;1;0;0;0
33;2;9;33;25;1;3;3;2;0.25;0;0;1;1
33;2;9;33;25;1;3;3;2;0.25;0.5;0;1;0.5
33;2;9;33;25;1;3;3;2;0.25;1;0;1;0
33;3;35;45;11;3;4;2;2;0.25;0;0;1;1
33;3;35;45;11;3;4;2;2;0.25;0.5;0;1;0.5
33;3;35;45;11;3;4;2;2;0.25;1;0;1;0
33;4;47;67;21;4;6;3;2;0.25;0;0;1;1
33;4;47;67;21;4;6;3;2;0.25;0.5;0;1;0.5
33;4;47;67;21;4;6;3;2;0.25;1;0;1;0
33;5;69;110;42;6;10;5;2;0.25;0;0;1;1
33;5;69;110;42;6;10;5;2;0.25;0.5;0;1;0.5
33;5;69;110;42;6;10;5;2;0.25;1;0;1;0
33;6;112;218;107;10;19;10;2;0.25;0;0;1;1
33;6;112;218;107;10;19;10;2;0.25;0.5;0;1;0.5
33;6;112;218;107;10;19;10;2;0.25;1;0;1;0
33;7;220;399;180;19;34;16;2;0.25;0;0;1;1
33;7;220;399;180;19;34;16;2;0.25;0.5;0;1;0.5
33;7;220;399;180;19;34;16;2;0.25;1;0;1;0
33;8;401;865;465;34;73;40;2;0.25;0;0;1;1
33;8;401;865;465;34;73;40;2;0.25;0.5;0;1;0.5
33;8;401;865;465;34;73;40;2;0.25;1;0;1;0
34;1;1;580;580;1;49;49;2;0.25;0;0;1;1
34;1;1;580;580;1;49;49;2;0.25;0.5;0;1;0.5
34;1;1;580;580;1;49;49;2;0.25;1;0;1;0
34;1;774;1000;227;65;84;20;2;0.25;0;0;0;1
34;1;774;1000;227;65;84;20;2;0.25;0.5;0;0;0.5
34;1;774;1000;227;65;84;20;2;0.25;1;0;0;0
34;2;582;656;75;49;55;7;2;0.25;0;0;1;1
34;2;582;656;75;49;55;7;2;0.25;0.5;0;1;0.5
34;2;582;656;75;49;55;7;2;0.25;1;0;1;0
34;3;658;662;5;55;56;2;2;0.25;0;0;1;1
34;3;658;662;5;55;56;2;2;0.25;0.5;0;1;0.5
34;3;658;662;5;55;56;2;2;0.25;1;0;1;0
34;4;664;681;18;56;57;2;2;0.25;0;0;1;1
34;4;664;681;18;56;57;2;2;0.25;0.5;0;1;0.5
34;4;664;681;18;56;57;2;2;0.25;1;0;1;0
34;5;683;772;90;57;65;9;2;0.25;0;0;1;1
34;5;683;772;90;57;65;9;2;0.25;0.5;0;1;0.5
34;5;683;772;90;57;65;9;2;0.25;1;0;1;0
35;1;1;272;272;1;23;23;2;0.25;0;0;1;1
35;1;1;272;272;1;23;23;2;0.25;0.5;0;1;0.5
35;1;1;272;272;1;23;23;2;0.25;1;0;1;0
35;1;341;1000;660;29;84;56;2;0.25;0;0;0;1
35;1;341;1000;660;29;84;56;2;0.25;0.5;0;0;0.5
35;1;341;1000;660;29;84;56;2;0.25;1;0;0;0
35;2;274;339;66;23;29;7;2;0.25;0;0;1;1
35;2;274;339;66;23;29;7;2;0.25;0.5;0;1;0.5
35;2;274;339;66;23;29;7;2;0.25;1;0;1;0
36;1;1;391;391;1;33;33;2;0.25;0;0;1;1
36;1;1;391;391;1;33;33;2;0.25;0.5;0;1;0.5
36;1;1;391;391;1;33;33;2;0.25;1;0;1;0
36;1;886;1000;115;74;84;11;2;0.25;0;0;0;1
36;1;886;1000;115;74;84;11;2;0.25;0.5;0;0;0.5
36;1;886;1000;115;74;84;11;2;0.25;1;0;0;0
36;2;393;405;13;33;34;2;2;0.25;0;0;1;1
36;2;393;405;13;33;34;2;2;0.25;0.5;0;1;0.5
36;2;393;405;13;33;34;2;2;0.25;1;0;1;0
36;3;407;667;261;34;56;23;2;0.25;0;0;1;1
36;3;407;667;261;34;56;23;2;0.25;0.5;0;1;0.5
36;3;407;667;261;34;56;23;2;0.25;1;0;1;0
36;4;669;760;92;56;64;9;2;0.25;0;0;1;1
36;4;669;760;92;56;64;9;2;0.25;0.5;0;1;0.5
36;4;669;760;92;56;64;9;2;0.25;1;0;1;0
36;5;762;884;123;64;74;11;2;0.25;0;0;1;1
36;5;762;884;123;64;74;11;2;0.25;0.5;0;1;0.5
36;5;762;884;123;64;74;11;2;0.25;1;0;1;0
37;1;1;65;65;1;6;6;2;0.25;0;0;1;1
37;1;1;65;65;1;6;6;2;0.25;0.5;0;1;0.5
37;1;1;65;65;1;6;6;2;0.25;1;0;1;0
37;1;808;1000;193;68;84;17;2;0.25;0;0;0;1
37;1;808;1000;193;68;84;17;2;0.25;0.5;0;0;0.5
37;1;808;1000;193;68;84;17;2;0.25;1;0;0;0
37;2;67;340;274;6;29;24;2;0.25;0;0;1;1
37;2;67;340;274;6;29;24;2;0.25;0.5;0;1;0.5
37;2;67;340;274;6;29;24;2;0.25;1;0;1;0
37;3;342;473;132;29;40;12;2;0.25;0;0;1;1
37;3;342;473;132;29;40;12;2;0.25;0.5;0;1;0.5
37;3;342;473;132;29;40;12;2;0.25;1;0;1;0
37;4;475;481;7;40;41;2;2;0.25;0;0;1;1
37;4;475;481;7;40;41;2;2;0.25;0.5;0;1;0.5
37;4;475;481;7;40;41;2;2;0.25;1;0;1;0
37;5;483;670;188;41;56;16;2;0.25;0;0;1;1
37;5;483;670;188;41;56;16;2;0.25;0.5;0;1;0.5
37;5;483;670;188;41;56;16;2;0.25;1;0;1;0
37;6;672;727;56;56;61;6;2;0.25;0;0;1;1
37;6;672;727;56;56;61;6;2;0.25;0.5;0;1;0.5
37;6;672;727;56;56;61;6;2;0.25;1;0;1;0
37;7;729;802;74;61;67;7;2;0.25;0;0;1;1
37;7;729;802;74;61;67;7;2;0.25;0.5;0;1;0.5
37;7;729;802;74;61;67;7;2;0.25;1;0;1;0
37;8;804;806;3;67;68;2;2;0.25;0;0;1;1
37;8;804;806;3;67;68;2;2;0.25;0.5;0;1;0.5
37;8;804;806;3;67;68;2;2;0.25;1;0;1;0
38;1;1;407;407;1;34;34;2;0.25;0;0;1;1
38;1;1;407;407;1;34;34;2;0.25;0.5;0;1;0.5
38;1;1;407;407;1;34;34;2;0.25;1;0;1;0
38;1;957;1000;44;80;84;5;2;0.25;0;0;0;1
38;1;957;1000;44;80;84;5;2;0.25;0.5;0;0;0.5
38;1;957;1000;44;80;84;5;2;0.25;1;0;0;0
38;2;409;491;83;35;41;7;2;0.25;0;0;1;1
38;2;409;491;83;35;41;7;2;0.25;0.5;0;1;0.5
38;2;409;491;83;35;41;7;2;0.25;1;0;1;0
38;3;493;930;438;42;78;37;2;0.25;0;0;1;1
38;3;493;930;438;42;78;37;2;0.25;0.5;0;1;0.5
38;3;493;930;438;42;78;37;2;0.25;1;0;1;0
38;4;932;955;24;78;80;3;2;0.25;0;0;1;1
38;4;932;955;24;78;80;3;2;0.25;0.5;0;1;0.5
38;4;932;955;24;78;80;3;2;0.25;1;0;1;0
39;1;1;124;124;1;11;11;2;0.25;0;0;1;1
39;1;1;124;124;1;11;11;2;0.25;0.5;0;1;0.5
39;1;1;124;124;1;11;11;2;0.25;1;0;1;0
39;1;701;1000;300;59;84;26;2;0.25;0;0;0;1
39;1;701;1000;300;59;84;26;2;0.25;0.5;0;0;0.5
39;1;701;1000;300;59;84;26;2;0.25;1;0;0;0
39;2;126;325;200;11;28;18;2;0.25;0;0;1;1
39;2;126;325;200;11;28;18;2;0.25;0.5;0;1;0.5
39;2;126;325;200;11;28;18;2;0.25;1;0;1;0
39;3;327;367;41;28;31;4;2;0.25;0;0;1;1
39;3;327;367;41;28;31;4;2;0.25;0.5;0;1;0.5
39;3;327;367;41;28;31;4;2;0.25;1;0;1;0
39;4;369;484;116;31;41;11;2;0.25;0;0;1;1
39;4;369;484;116;31;41;11;2;0.25;0.5;0;1;0.5
39;4;369;484;116;31;41;11;2;0.25;1;0;1;0
39;5;486;533;48;41;45;5;2;0.25;0;0;1;1
39;5;486;533;48;41;45;5;2;0.25;0.5;0;1;0.5
39;5;486;533;48;41;45;5;2;0.25;1;0;1;0
39;6;535;699;165;45;59;15;2;0.25;0;0;1;1
39;6;535;699;165;45;59;15;2;0.25;0.5;0;1;0.5
39;6;535;699;165;45;59;15;2;0.25;1;0;1;0
40;1;1;34;34;1;3;3;2;0.25;0;0;1;1
40;1;1;34;34;1;3;3;2;0.25;0.5;0;1;0.5
40;1;1;34;34;1;3;3;2;0.25;1;0;1;0
40;1;985;1000;16;83;84;2;2;0.25;0;0;0;1
