"industry";"cartel";"start";"end";"duration";"startyear";"endyear";"duration_year";"n_firms";"rho_start";"theta_len";"structured";"detected"
66;4;725;891;167;61;75;15;2;0.15;0.5;0;1
66;5;893;989;97;75;83;9;2;0.15;0.5;0;1
67;1;1;3;3;1;1;1;2;0.15;0.5;0;1
67;2;5;37;33;1;4;4;2;0.15;0.5;0;1
67;3;39;384;346;4;32;29;2;0.15;0.5;0;1
68;1;1;295;295;1;25;25;2;0.15;0.5;0;1
68;2;297;430;134;25;36;12;2;0.15;0.5;0;1
69;1;1;17;17;1;2;2;2;0.15;0.5;0;1
70;1;1;102;102;1;9;9;2;0.15;0.5;0;1
70;2;104;246;143;9;21;13;2;0.15;0.5;0;1
70;3;248;850;603;21;71;51;2;0.15;0.5;0;1
70;4;852;980;129;71;82;12;2;0.15;0.5;0;1
71;1;1;438;438;1;37;37;2;0.15;0.5;0;1
71;2;440;750;311;37;63;27;2;0.15;0.5;0;1
72;1;1;660;660;1;55;55;2;0.15;0.5;0;1
72;2;662;666;5;56;56;1;2;0.15;0.5;0;1
73;1;1;93;93;1;8;8;2;0.15;0.5;0;1
73;2;95;105;11;8;9;2;2;0.15;0.5;0;1
73;3;107;209;103;9;18;10;2;0.15;0.5;0;1
73;4;211;449;239;18;38;21;2;0.15;0.5;0;1
73;5;451;756;306;38;63;26;2;0.15;0.5;0;1
74;1;1;139;139;1;12;12;2;0.15;0.5;0;1
74;2;141;421;281;12;36;25;2;0.15;0.5;0;1
74;3;423;451;29;36;38;3;2;0.15;0.5;0;1
74;4;453;459;7;38;39;2;2;0.15;0.5;0;1
75;1;1;317;317;1;27;27;2;0.15;0.5;0;1
75;2;319;413;95;27;35;9;2;0.15;0.5;0;1
76;1;1;445;445;1;38;38;2;0.15;0.5;0;1
76;2;447;584;138;38;49;12;2;0.15;0.5;0;1
76;3;586;847;262;49;71;23;2;0.15;0.5;0;1
76;4;849;862;14;71;72;2;2;0.15;0.5;0;1
76;5;864;886;23;72;74;3;2;0.15;0.5;0;1
77;1;1;615;615;1;52;52;2;0.15;0.5;0;1
78;1;1;585;585;1;49;49;2;0.15;0.5;0;1
78;2;587;780;194;49;65;17;2;0.15;0.5;0;1
79;1;1;109;109;1;10;10;2;0.15;0.5;0;1
