"industry";"cartel";"start";"end";"duration";"startyear";"endyear";"duration_year";"n_firms"
100;10;265;265;1;23;23;1;6
100;11;269;269;1;23;23;1;6
100;12;273;273;1;23;23;1;6
100;13;275;313;39;23;27;5;6
100;14;319;321;3;27;27;1;6
100;15;323;323;1;27;27;1;6
100;16;325;329;5;28;28;1;6
100;17;331;331;1;28;28;1;6
100;18;429;429;1;36;36;1;6
100;19;431;431;1;36;36;1;6
100;20;433;435;3;37;37;1;6
100;21;437;437;1;37;37;1;6
4;1;352;352;1;30;30;1;7
4;2;354;360;7;30;30;1;7
4;3;376;376;1;32;32;1;7
4;4;378;382;5;32;32;1;7
4;5;910;922;13;76;77;2;7
4;6;930;930;1;78;78;1;7
7;1;238;246;9;20;21;2;7
7;2;256;256;1;22;22;1;7
7;3;288;288;1;24;24;1;7
7;4;290;290;1;25;25;1;7
7;5;292;296;5;25;25;1;7
7;6;298;298;1;25;25;1;7
7;7;304;304;1;26;26;1;7
7;8;306;320;15;26;27;2;7
7;9;326;326;1;28;28;1;7
7;10;388;388;1;33;33;1;7
7;11;390;390;1;33;33;1;7
7;12;402;406;5;34;34;1;7
7;13;408;412;5;34;35;2;7
7;14;414;432;19;35;36;2;7
7;15;434;442;9;37;37;1;7
7;16;444;454;11;37;38;2;7
7;17;456;456;1;38;38;1;7
7;18;458;458;1;39;39;1;7
7;19;474;476;3;40;40;1;7
7;20;486;486;1;41;41;1;7
7;21;510;510;1;43;43;1;7
7;22;516;516;1;43;43;1;7
7;23;524;524;1;44;44;1;7
7;24;526;526;1;44;44;1;7
7;25;534;534;1;45;45;1;7
7;26;536;536;1;45;45;1;7
7;27;538;538;1;45;45;1;7
10;1;526;526;1;44;44;1;7
10;2;530;532;3;45;45;1;7
10;3;542;542;1;46;46;1;7
10;4;544;544;1;46;46;1;7
10;5;546;546;1;46;46;1;7
10;6;548;548;1;46;46;1;7
10;7;550;550;1;46;46;1;7
10;8;608;612;5;51;51;1;7
10;9;614;616;3;52;52;1;7
10;10;638;638;1;54;54;1;7
10;11;640;640;1;54;54;1;7
10;12;642;642;1;54;54;1;7
10;13;852;860;9;71;72;2;7
10;14;870;878;9;73;74;2;7
10;15;882;882;1;74;74;1;7
10;16;884;884;1;74;74;1;7
10;17;886;1000;115;74;84;11;7
22;1;166;166;1;14;14;1;7
22;2;168;170;3;14;15;2;7
22;3;174;174;1;15;15;1;7
22;4;176;176;1;15;15;1;7
22;5;184;184;1;16;16;1;7
22;6;200;202;3;17;17;1;7
22;7;226;226;1;19;19;1;7
22;8;228;228;1;19;19;1;7
22;9;372;372;1;31;31;1;7
22;10;374;376;3;32;32;1;7
22;11;390;390;1;33;33;1;7
22;12;392;394;3;33;33;1;7
22;13;416;416;1;35;35;1;7
34;1;308;310;3;26;26;1;7
34;2;312;322;11;26;27;2;7
35;1;62;64;3;6;6;1;7
35;2;74;74;1;7;7;1;7
35;3;78;92;15;7;8;2;7
35;4;94;102;9;8;9;2;7
35;5;104;104;1;9;9;1;7
35;6;108;108;1;9;9;1;7
35;7;110;110;1;10;10;1;7
35;8;112;112;1;10;10;1;7
35;9;114;116;3;10;10;1;7
35;10;118;124;7;10;11;2;7
35;11;206;218;13;18;19;2;7
35;12;230;230;1;20;20;1;7
35;13;266;270;5;23;23;1;7
35;14;272;272;1;23;23;1;7
35;15;274;274;1;23;23;1;7
35;16;278;278;1;24;24;1;7
35;17;280;300;21;24;25;2;7
35;18;304;304;1;26;26;1;7
35;19;314;314;1;27;27;1;7
35;20;376;378;3;32;32;1;7
35;21;380;382;3;32;32;1;7
36;1;864;864;1;72;72;1;7
36;2;866;866;1;73;73;1;7
36;3;868;872;5;73;73;1;7
36;4;874;874;1;73;73;1;7
36;5;876;876;1;73;73;1;7
36;6;892;898;7;75;75;1;7
36;7;974;974;1;82;82;1;7
36;8;976;976;1;82;82;1;7
40;1;486;486;1;41;41;1;7
40;2;488;488;1;41;41;1;7
40;3;490;490;1;41;41;1;7
40;4;492;492;1;41;41;1;7
40;5;494;524;31;42;44;3;7
40;6;526;530;5;44;45;2;7
40;7;532;534;3;45;45;1;7
40;8;536;540;5;45;45;1;7
40;9;542;546;5;46;46;1;7
40;10;616;616;1;52;52;1;7
40;11;622;622;1;52;52;1;7
40;12;638;652;15;54;55;2;7
40;13;662;662;1;56;56;1;7
40;14;664;664;1;56;56;1;7
41;1;518;518;1;44;44;1;7
41;2;530;530;1;45;45;1;7
47;1;688;688;1;58;58;1;7
47;2;698;698;1;59;59;1;7
47;3;700;710;11;59;60;2;7
47;4;712;720;9;60;60;1;7
47;5;746;752;7;63;63;1;7
47;6;754;788;35;63;66;4;7
47;7;796;796;1;67;67;1;7
47;8;806;814;9;68;68;1;7
47;9;816;816;1;68;68;1;7
51;1;174;174;1;15;15;1;7
51;2;182;198;17;16;17;2;7
51;3;202;202;1;17;17;1;7
51;4;210;210;1;18;18;1;7
66;1;274;298;25;23;25;3;7
75;1;250;250;1;21;21;1;7
75;2;464;464;1;39;39;1;7
75;3;466;466;1;39;39;1;7
75;4;478;478;1;40;40;1;7
75;5;480;480;1;40;40;1;7
75;6;482;482;1;41;41;1;7
75;7;496;496;1;42;42;1;7
75;8;498;498;1;42;42;1;7
75;9;500;500;1;42;42;1;7
75;10;726;736;11;61;62;2;7
75;11;738;738;1;62;62;1;7
75;12;740;740;1;62;62;1;7
75;13;746;746;1;63;63;1;7
75;14;750;792;43;63;66;4;7
75;15;808;820;13;68;69;2;7
75;16;942;942;1;79;79;1;7
78;1;682;684;3;57;57;1;7
78;2;686;688;3;58;58;1;7
93;1;262;264;3;22;22;1;7
93;2;266;266;1;23;23;1;7
93;3;272;272;1;23;23;1;7
95;1;844;844;1;71;71;1;7
95;2;854;860;7;72;72;1;7
95;3;862;878;17;72;74;3;7
95;4;880;880;1;74;74;1;7
95;5;894;894;1;75;75;1;7
95;6;898;898;1;75;75;1;7
95;7;900;900;1;75;75;1;7
10;1;980;980;1;82;82;1;8
10;2;984;984;1;82;82;1;8
10;3;988;1000;13;83;84;2;8
